,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
122,"I wish I knew what to make of a movie like this. It seems to be divided into two parts -- action sequences and personal dramas ashore. It follows Ashton Kutsher through survival swimmer school, guided by Master Chief Kevin Costner, then to Alaska where a couple of spectacular rescues take place, the last resulting in death.<br /><br />I must say that the scenes on the beach struck me as so stereotypical in so many ways that they should be barnacle encrusted. A typical bar room fight between Navy guys and Coast Guardsmen (""puddle pirates""). The experienced old timer Costner who is, as an elderly bar tender tells him, ""married to the Coast Guard."" The older chief who ""keeps trying to prove to himself that he's still nineteen."" The neglected ex wife ashore to whom Kostner pays a farewell visit. The seemingly sadistic demands placed on the swimmers by the instructors, all in pursuit of a loftier goal. The gifted young man hobbled by a troubled past.<br /><br />The [[problem]] is that we've seen it all before. If it's Kevin Costner here, it's Clint Eastwood or John Wayne or Lou Gosset Jr. or Vigo Mortenson or Robert DeNiro elsewhere. And the climactic scene has elements drawn shamelessly from ""The Perfect Storm"" and ""Dead Calm."" [[None]] of it is [[fresh]] and none of the old stereotyped characters and situations are handled with any originality.<br /><br />It [[works]] best as a kind of documentary of what goes on in the swimmer's school and what could happen afterward and even that's a little weak because we don't get much in the way of instruction. It's mostly personal conflict, [[romance]], and tension about [[washing]] out.<br /><br />It's a shame because the U. S. Coast Guard is rather a noble outfit, its official mission being ""the safety of lives and property at sea."" In war time it is transferred to the Navy Department and serves in combat roles. In World War II, the Coast Guard even managed to have a Medal of Honor winner in its ranks.<br /><br />But, again, we don't learn much about that. We don't really learn much about anything. The film devolves into a succession of visual displays and not too much else. A disappointment.","I wish I knew what to make of a movie like this. It seems to be divided into two parts -- action sequences and personal dramas ashore. It follows Ashton Kutsher through survival swimmer school, guided by Master Chief Kevin Costner, then to Alaska where a couple of spectacular rescues take place, the last resulting in death.<br /><br />I must say that the scenes on the beach struck me as so stereotypical in so many ways that they should be barnacle encrusted. A typical bar room fight between Navy guys and Coast Guardsmen (""puddle pirates""). The experienced old timer Costner who is, as an elderly bar tender tells him, ""married to the Coast Guard."" The older chief who ""keeps trying to prove to himself that he's still nineteen."" The neglected ex wife ashore to whom Kostner pays a farewell visit. The seemingly sadistic demands placed on the swimmers by the instructors, all in pursuit of a loftier goal. The gifted young man hobbled by a troubled past.<br /><br />The [[issues]] is that we've seen it all before. If it's Kevin Costner here, it's Clint Eastwood or John Wayne or Lou Gosset Jr. or Vigo Mortenson or Robert DeNiro elsewhere. And the climactic scene has elements drawn shamelessly from ""The Perfect Storm"" and ""Dead Calm."" [[Nothingness]] of it is [[dulce]] and none of the old stereotyped characters and situations are handled with any originality.<br /><br />It [[work]] best as a kind of documentary of what goes on in the swimmer's school and what could happen afterward and even that's a little weak because we don't get much in the way of instruction. It's mostly personal conflict, [[romanticism]], and tension about [[scrubbing]] out.<br /><br />It's a shame because the U. S. Coast Guard is rather a noble outfit, its official mission being ""the safety of lives and property at sea."" In war time it is transferred to the Navy Department and serves in combat roles. In World War II, the Coast Guard even managed to have a Medal of Honor winner in its ranks.<br /><br />But, again, we don't learn much about that. We don't really learn much about anything. The film devolves into a succession of visual displays and not too much else. A disappointment.",0.001172125339508,0.3587574362754822,0,0,0,26,Successful
126,"This is a pale imitation of 'Officer and a Gentleman.' There is NO [[chemistry]] between Kutcher and the unknown woman who plays his love interest. The dialog is wooden, the [[situations]] hackneyed. It's too [[long]] and the [[climax]] is anti-climactic(!). I love the USCG, its men and women are fearless and tough. The [[action]] scenes are [[awesome]], but this movie doesn't do much for recruiting, I fear. The script is formulaic, but confusing. Kutcher's character is trying to redeem himself for an accident that wasn't his fault? Costner's is raging against the dying of the light, but why? His 'conflict' with his wife is about as deep as a mud puddle. I [[saw]] this sneak preview for free and [[certainly]] [[felt]] I [[got]] my money's worth.","This is a pale imitation of 'Officer and a Gentleman.' There is NO [[chemicals]] between Kutcher and the unknown woman who plays his love interest. The dialog is wooden, the [[circumstances]] hackneyed. It's too [[longer]] and the [[pinnacle]] is anti-climactic(!). I love the USCG, its men and women are fearless and tough. The [[actions]] scenes are [[wondrous]], but this movie doesn't do much for recruiting, I fear. The script is formulaic, but confusing. Kutcher's character is trying to redeem himself for an accident that wasn't his fault? Costner's is raging against the dying of the light, but why? His 'conflict' with his wife is about as deep as a mud puddle. I [[sawthe]] this sneak preview for free and [[definitely]] [[deemed]] I [[did]] my money's worth.",0.0002297759056091,0.3592963814735412,0,0,0,62,Successful
128,"I`m in two [[minds]] about FOLLOWING , the film [[debut]] of Christopher Nolan . Part of me admires it for costing 6,000 dollars to make but part of me [[hates]] it for being too art [[house]] . In many ways it [[reminds]] me of the cult movie PI , a film I disliked , and I can`t get my head around the central plot of a man who wants to be writer following people around . Wouldn`t it be more logical for someone wanting to be a writer to sit in front of a keyboard and write ? <br /><br />Oh well I guess FOLLOWING gives indie film makers hope that just because they made a no budget movie costing $6,000 over two thousand IMDB members will vote for it and over five hundred members will comment on it , but you have to wonder if this movie would be so well regarded if it wasn`t made by the director of MEMENTO ?","I`m in two [[spirits]] about FOLLOWING , the film [[infancy]] of Christopher Nolan . Part of me admires it for costing 6,000 dollars to make but part of me [[dislikes]] it for being too art [[houses]] . In many ways it [[remembered]] me of the cult movie PI , a film I disliked , and I can`t get my head around the central plot of a man who wants to be writer following people around . Wouldn`t it be more logical for someone wanting to be a writer to sit in front of a keyboard and write ? <br /><br />Oh well I guess FOLLOWING gives indie film makers hope that just because they made a no budget movie costing $6,000 over two thousand IMDB members will vote for it and over five hundred members will comment on it , but you have to wonder if this movie would be so well regarded if it wasn`t made by the director of MEMENTO ?",0.0003046989440917,0.4570034146308899,0,0,0,44,Successful
133,"Despite having a very pretty leading lady (Rosita Arenas, one of my boy-crushes), the acting and the [[direction]] are examples of what NOT to do while making a [[movie]].<br /><br />Placed in southern Mexico, Popoca, the Aztec [[Mummy]] (real Aztecs, by the way, DID not made mummies) has been waken up by the lead characters and starts making trouble in Mexico City suburbia, during the first movie (The Aztec Mummy). In this second part, the leading man and woman want to find th mummy and put it in its final resting place (a fireplace would have been my first choice...)<br /><br />[[Into]] this [[appears]] The Bat, a criminal master-mindless stereotype of a criminal genius who creates a ""human robot"" (some idiot inside a robot SUIT) to [[control]] Popoca and ([[get]] this) take over the world. The final match between the robot and the [[mummy]] is [[hilarious]], some of the [[worst]] [[choreography]] ever [[witnessed]]. The funniest part is that this movie was made and released by a serious Mexican movie studio!<br /><br />The acting is just as [[awful]] hearing the movie in Spanish as it is in English (they dubbed the over-acting!). You should watch this movie through MST:3000. The [[comments]] are even funnier.","Despite having a very pretty leading lady (Rosita Arenas, one of my boy-crushes), the acting and the [[directions]] are examples of what NOT to do while making a [[cinema]].<br /><br />Placed in southern Mexico, Popoca, the Aztec [[Mommy]] (real Aztecs, by the way, DID not made mummies) has been waken up by the lead characters and starts making trouble in Mexico City suburbia, during the first movie (The Aztec Mummy). In this second part, the leading man and woman want to find th mummy and put it in its final resting place (a fireplace would have been my first choice...)<br /><br />[[Towards]] this [[appearing]] The Bat, a criminal master-mindless stereotype of a criminal genius who creates a ""human robot"" (some idiot inside a robot SUIT) to [[controlling]] Popoca and ([[gets]] this) take over the world. The final match between the robot and the [[mommy]] is [[comic]], some of the [[gravest]] [[ballet]] ever [[saw]]. The funniest part is that this movie was made and released by a serious Mexican movie studio!<br /><br />The acting is just as [[frightful]] hearing the movie in Spanish as it is in English (they dubbed the over-acting!). You should watch this movie through MST:3000. The [[observations]] are even funnier.",0.0001437664031982,0.3158273100852966,0,0,0,104,Successful
138,"The first 2/3 of this film wasn't that dissimilar to the American [[mummy]] films of the 30s and 40s. Two lovers in ancient Mexico dared to defy the law and were doomed to die. One became an Aztec mummy whose job it was to guard the sacred treasure and his lady love. And the lady was reincarnated in the present day and the mummy was naturally attracted to her. So far, it's all the typical [[mummy]] film...though it's quite a bit [[slower]] and duller than the American versions. Oh, and of course the Aztec [[mummy]] looked really, really crappy.<br /><br />However, into this standard but boring [[film]] there is a super-villain. Why? I dunno--it sure didn't make any sense to have one. It seems this villain wants the treasure and he manages to hypnotize the lady and have her show them where the Aztec treasure is buried. Why does he need the treasure? Well, to buy the equipment needed to make an army of atomic robots, dummy! But first he has to construct a single mummy to defeat the mummy, as the [[mummy]] has so far been unstoppable.<br /><br />You've got to see these ""human-robots"" as they look like the enormous clunky robots from Flash Gordon and other [[serials]] BUT they have a rubber head of a supposed dead guy inside! They really look hilariously [[funny]] and seeing the [[conclusion]] when there is a huge battle between the lethargic mummy and the [[equally]] slow [[robot]] is worth [[sitting]] through the [[rest]] of the [[dull]] [[movie]]. Both [[battle]] in super-slow-motion like they are bathed in taffy... and it's [[done]] in such an artless and [[silly]] fashion that it is bound to elicit chuckles--certainly not thrills.<br /><br />Overall, the film is [[dreadfully]] [[dull]] and a muddled mess--especially at the end. However, for [[bad]] [[movie]] fans, it's a must-see--it's [[bad]] but unintentionally funny and [[great]] to watch and [[laugh]] at with [[friends]].","The first 2/3 of this film wasn't that dissimilar to the American [[mommy]] films of the 30s and 40s. Two lovers in ancient Mexico dared to defy the law and were doomed to die. One became an Aztec mummy whose job it was to guard the sacred treasure and his lady love. And the lady was reincarnated in the present day and the mummy was naturally attracted to her. So far, it's all the typical [[mom]] film...though it's quite a bit [[slow]] and duller than the American versions. Oh, and of course the Aztec [[mother]] looked really, really crappy.<br /><br />However, into this standard but boring [[cinema]] there is a super-villain. Why? I dunno--it sure didn't make any sense to have one. It seems this villain wants the treasure and he manages to hypnotize the lady and have her show them where the Aztec treasure is buried. Why does he need the treasure? Well, to buy the equipment needed to make an army of atomic robots, dummy! But first he has to construct a single mummy to defeat the mummy, as the [[momma]] has so far been unstoppable.<br /><br />You've got to see these ""human-robots"" as they look like the enormous clunky robots from Flash Gordon and other [[series]] BUT they have a rubber head of a supposed dead guy inside! They really look hilariously [[fun]] and seeing the [[conclusions]] when there is a huge battle between the lethargic mummy and the [[alike]] slow [[robots]] is worth [[seated]] through the [[stays]] of the [[boring]] [[movies]]. Both [[battaglia]] in super-slow-motion like they are bathed in taffy... and it's [[accomplished]] in such an artless and [[absurd]] fashion that it is bound to elicit chuckles--certainly not thrills.<br /><br />Overall, the film is [[frightfully]] [[boring]] and a muddled mess--especially at the end. However, for [[unfavorable]] [[film]] fans, it's a must-see--it's [[wicked]] but unintentionally funny and [[wondrous]] to watch and [[laughter]] at with [[pals]].",0.0001735091209411,0.3354294300079345,0,0,0,234,Successful
148,"First of all, I wasn't sure who this film was [[aimed]] at - it seemed like a story for kids but had stuff in it kids wouldn't understand and find boring. There wasn't really much to it, Bruce Willis wasn't stretched as an actor at all. He did a lot of glancing to the side with that half smile of his - unless you are a big fan of his I wouldn't bother. And if it's the story you're interested in (guy who seems to have it all but is lacking emotionally is taught lessons from a child), I would go to see About A Boy. It has everything this film lacked, [[humor]], sadness and reality.","First of all, I wasn't sure who this film was [[geared]] at - it seemed like a story for kids but had stuff in it kids wouldn't understand and find boring. There wasn't really much to it, Bruce Willis wasn't stretched as an actor at all. He did a lot of glancing to the side with that half smile of his - unless you are a big fan of his I wouldn't bother. And if it's the story you're interested in (guy who seems to have it all but is lacking emotionally is taught lessons from a child), I would go to see About A Boy. It has everything this film lacked, [[comedy]], sadness and reality.",0.0080615878105163,0.3053734898567199,0,0,0,16,Successful
156,"I saw this only because my 10-yr-old was bored. He and his friend hated it but of course liked being at the movies. This is the first time I've strongly [[disagreed]] with Ebert in many years. There is not a [[single]] thing to [[recommend]] this film. Willis is good, as always. But the story stinks, is [[unbelievable]], there is no real story, no action, no interesting cinematic sequences, no surprises, and worst of all, the [[child]] [[star]] is A [[thoroughly]] [[repulsive]] slug [[guaranteed]] to turn off any parent who does not have a dweeby fat slob for a kid. By all means stay away and spare your child - unless you want to punish him or her. There is no excuse for such [[lousy]] [[directing]] or writing and one hopes these [[filmmakers]] will suffer [[accordingly]].","I saw this only because my 10-yr-old was bored. He and his friend hated it but of course liked being at the movies. This is the first time I've strongly [[differed]] with Ebert in many years. There is not a [[lone]] thing to [[recommendations]] this film. Willis is good, as always. But the story stinks, is [[fabulous]], there is no real story, no action, no interesting cinematic sequences, no surprises, and worst of all, the [[kid]] [[superstar]] is A [[carefully]] [[heinous]] slug [[guaranteeing]] to turn off any parent who does not have a dweeby fat slob for a kid. By all means stay away and spare your child - unless you want to punish him or her. There is no excuse for such [[squalid]] [[instructing]] or writing and one hopes these [[cinematographers]] will suffer [[so]].",0.00017911195755,0.4747524857521057,0,0,0,70,Successful
157,"""Fool for Love"" is one of the [[several]] now [[forgotten]] films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just [[simply]] isn't very [[good]]. Altman made many not-very-good films over the course of his [[fascinating]] career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy [[play]]. Altman's direction is assured, the performances are o.k. given what the [[actors]] have to work with, but this inconsequential [[screenplay]] goes [[nowhere]], and [[takes]] its [[time]] getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The [[screenplay]] doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. [[Shepard]] and Basigner create eccentric, mannered [[characters]] who grow irritating within the first five minutes; Stanton and Quaid have [[little]] to do but [[provide]] reaction shots. <br /><br />The last half hour or so of the [[film]] is [[especially]] [[bad]], when Eddie's and May's back stories begin to play out in [[flashback]] over monotone, somnolent [[voice]] over.<br /><br />[[Chalk]] this up to another of Altman's [[experiments]] [[gone]] [[awry]].<br /><br />[[Grade]]: C-","""Fool for Love"" is one of the [[many]] now [[omitted]] films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just [[straightforward]] isn't very [[alright]]. Altman made many not-very-good films over the course of his [[exciting]] career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy [[playing]]. Altman's direction is assured, the performances are o.k. given what the [[players]] have to work with, but this inconsequential [[scenarios]] goes [[somewhere]], and [[pick]] its [[moment]] getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The [[scenario]] doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. [[Sheppard]] and Basigner create eccentric, mannered [[character]] who grow irritating within the first five minutes; Stanton and Quaid have [[small]] to do but [[provides]] reaction shots. <br /><br />The last half hour or so of the [[films]] is [[principally]] [[wicked]], when Eddie's and May's back stories begin to play out in [[flash]] over monotone, somnolent [[vocals]] over.<br /><br />[[Limestone]] this up to another of Altman's [[experimentation]] [[missing]] [[incorrectly]].<br /><br />[[Octane]]: C-",0.0001507997512817,0.4576352834701538,0,0,0,167,Successful
158,"After reading Fool For Love in a Drama class of mine, I was looking forward to seeing how Sam Shepard's wonderful play would be translated to the screen. Much to my [[dismay]], it was [[nowhere]] near as entertaining as the play. The film seemed to drag, the music was inappropriate for the tone of the movie, and all the raw energy of the play seemed to have been [[sucked]] out of this film version. It's a [[shame]] to see this [[come]] out this way even with Shepard's involvement, playing the role of Eddie. Do yourselves a favor...see the play next time it's being performed in your area or simply read the book instead.","After reading Fool For Love in a Drama class of mine, I was looking forward to seeing how Sam Shepard's wonderful play would be translated to the screen. Much to my [[discouragement]], it was [[everywhere]] near as entertaining as the play. The film seemed to drag, the music was inappropriate for the tone of the movie, and all the raw energy of the play seemed to have been [[aspired]] out of this film version. It's a [[embarrass]] to see this [[coming]] out this way even with Shepard's involvement, playing the role of Eddie. Do yourselves a favor...see the play next time it's being performed in your area or simply read the book instead.",0.0002062916755676,0.3186911940574646,0,0,0,26,Successful
167,"How do you take a cast of experienced, well-known actors, and put together such a [[stupid]] movie? Nimrod Antel has the answer: Armored. Six co-workers at an armored car business decide to steal a large shipment of cash themselves. But, just as they get to first base with their plans, everything unravels [[quickly]]. With a plot like this, you'd think it couldn't be too bad, at least for an action movie. However, in the first 40 minutes or more of this movie we see what appear to be 6 normal, everyday kind of guys. They joke, they laugh, have a few drinks together, etc. Then, we suddenly learn they're planning to rob their own business. The hero Ty, (Columbus Short), is sucked into the scheme because of the cold, cruel world, even though he's a decorated veteran, nice guy, and reliable employee. Oh my, oh my! Then in the last 40 minutes of the film, these former regular guys nearly all turn into money-crazed psychos, willing to butcher each other for cash. In the last scenes Mike, (Matt Dillon), goes on a suicidal rampage for no other reason than to kill his former friend. The viewer has no hint before this ending that these men are this [[ruthless]] and bloodthirsty. It's utterly unbelievable and ""B movie"" is almost too kind for this sort of cheesy plot. I would say don't waste your time--too bad no one gave Laurence Fishburne, Jean Reno or Fred Ward the same advice before making this picture.","How do you take a cast of experienced, well-known actors, and put together such a [[idiot]] movie? Nimrod Antel has the answer: Armored. Six co-workers at an armored car business decide to steal a large shipment of cash themselves. But, just as they get to first base with their plans, everything unravels [[speedily]]. With a plot like this, you'd think it couldn't be too bad, at least for an action movie. However, in the first 40 minutes or more of this movie we see what appear to be 6 normal, everyday kind of guys. They joke, they laugh, have a few drinks together, etc. Then, we suddenly learn they're planning to rob their own business. The hero Ty, (Columbus Short), is sucked into the scheme because of the cold, cruel world, even though he's a decorated veteran, nice guy, and reliable employee. Oh my, oh my! Then in the last 40 minutes of the film, these former regular guys nearly all turn into money-crazed psychos, willing to butcher each other for cash. In the last scenes Mike, (Matt Dillon), goes on a suicidal rampage for no other reason than to kill his former friend. The viewer has no hint before this ending that these men are this [[relentless]] and bloodthirsty. It's utterly unbelievable and ""B movie"" is almost too kind for this sort of cheesy plot. I would say don't waste your time--too bad no one gave Laurence Fishburne, Jean Reno or Fred Ward the same advice before making this picture.",0.0015089511871337,0.3543993830680847,0,0,0,33,Successful
168,"A new guard in in the armored truck gig is recruited by his co-workers to steal 42 million from the truck. No bad guys, so no one will get hurt, right? Of course things go [[wrong]] and the new guard decides to have a conscience and make things right by saving the life of a dying man.<br /><br />I'll admit that I didn't really have any interest in this film, but I didn't have any interest in Fantastic Mr Fox either, and that film made my top ten of the year. Armored is even more of a [[disappointment]] then I thought it would be. As a heist film, it fails to deliver the [[goods]], it's [[boring]] and full of plot holes and [[leaps]] in logic that one will hurt themselves thinking about it.<br /><br />Despite this the film [[somehow]] has a [[really]] [[great]] [[cast]], but the [[film]] doesn't [[even]] [[use]] this to it's advantage. [[Everyone]] [[seems]] wasted in wooden [[characters]] that make [[stupid]] choices. Columbus Short is an uninteresting lead that is never charismatic and never makes the [[audience]] want to give a [[crap]]. Matt Dillon is the mastermind behind the heist and he plays Mr. Nice Guy at first, then when things don't go his way he quickly becomes the villain. The rest of the [[impressive]] [[cast]] include Lawrence Fisburn, Jean Reno, Skeet Ulrich, Fred Ward, Amaury Nolasco from Prison Break and Milo Ventimiglia from Heros. Non of them do much and when they actually do something, it's without much reasoning behind it.<br /><br />The film is relatively short, but even with it's running time under 90 minutes, it [[felt]] dragged out. How long can you make a movie about a guy [[trapped]] somewhere? Phonebooth did a [[decent]] job and it was even more [[restricted]]. The leaps of logic concerning the plot here are tragic. 42 million and all the security they have are check ins every hour or so? The entire plan from my understanding was to drive the trucks into an abandoned warehouse and hide the money. Pretend to get hit and burn the trucks. They would then walk away with the money. Of course something goes wrong, or there would be no movie right? Through a series of [[unfortunate]] events out so [[called]] [[hero]] has trapped himself [[inside]] the truck with an [[injured]] [[officer]]. The [[rest]] of the [[movie]] is Dillion and his crew [[banging]] on the doors to [[get]] in. How very [[exciting]].<br /><br />The script calls for our hero to have financial problems, he might lose his house, which would in turn make him lose his brother. You see, both their parents died and it's just the two of them looking out for each other. So now he has a reason to join the heist. At first he didn't want in, but his money problems is just the right push to throw him in the thick of things. How convenient. <br /><br />Armored's whole spin on the heist genre is that it's from an armored truck, from the guys who drive it. After that basic premise, the film falls flat on it's face. I found myself wanting it to end sooner and sooner each time someone spoke. Speaking of the ending, it sucks. <br /><br />Skip it.","A new guard in in the armored truck gig is recruited by his co-workers to steal 42 million from the truck. No bad guys, so no one will get hurt, right? Of course things go [[incorrect]] and the new guard decides to have a conscience and make things right by saving the life of a dying man.<br /><br />I'll admit that I didn't really have any interest in this film, but I didn't have any interest in Fantastic Mr Fox either, and that film made my top ten of the year. Armored is even more of a [[displeasure]] then I thought it would be. As a heist film, it fails to deliver the [[merchandise]], it's [[bore]] and full of plot holes and [[leap]] in logic that one will hurt themselves thinking about it.<br /><br />Despite this the film [[someplace]] has a [[truly]] [[grand]] [[casting]], but the [[filmmaking]] doesn't [[yet]] [[employs]] this to it's advantage. [[Someone]] [[looks]] wasted in wooden [[trait]] that make [[witless]] choices. Columbus Short is an uninteresting lead that is never charismatic and never makes the [[spectators]] want to give a [[dammit]]. Matt Dillon is the mastermind behind the heist and he plays Mr. Nice Guy at first, then when things don't go his way he quickly becomes the villain. The rest of the [[terrific]] [[casting]] include Lawrence Fisburn, Jean Reno, Skeet Ulrich, Fred Ward, Amaury Nolasco from Prison Break and Milo Ventimiglia from Heros. Non of them do much and when they actually do something, it's without much reasoning behind it.<br /><br />The film is relatively short, but even with it's running time under 90 minutes, it [[believed]] dragged out. How long can you make a movie about a guy [[cornered]] somewhere? Phonebooth did a [[dignified]] job and it was even more [[restrained]]. The leaps of logic concerning the plot here are tragic. 42 million and all the security they have are check ins every hour or so? The entire plan from my understanding was to drive the trucks into an abandoned warehouse and hide the money. Pretend to get hit and burn the trucks. They would then walk away with the money. Of course something goes wrong, or there would be no movie right? Through a series of [[sad]] events out so [[drew]] [[superhero]] has trapped himself [[within]] the truck with an [[wounded]] [[agent]]. The [[resting]] of the [[movies]] is Dillion and his crew [[pounding]] on the doors to [[gets]] in. How very [[intriguing]].<br /><br />The script calls for our hero to have financial problems, he might lose his house, which would in turn make him lose his brother. You see, both their parents died and it's just the two of them looking out for each other. So now he has a reason to join the heist. At first he didn't want in, but his money problems is just the right push to throw him in the thick of things. How convenient. <br /><br />Armored's whole spin on the heist genre is that it's from an armored truck, from the guys who drive it. After that basic premise, the film falls flat on it's face. I found myself wanting it to end sooner and sooner each time someone spoke. Speaking of the ending, it sucks. <br /><br />Skip it.",0.0001805424690246,0.4017692804336548,0,0,0,292,Successful
173,"One of those [[movies]] in which there are no big twists whatsoever and you can predict pretty much whats is going to happen. Matt dillon was [[awesome]] once again, but the rest didn't played a bigger part as they should have.<br /><br />It was [[exciting]] in the beginning but kinda slow paced and predictable in the end.Its one of those flicks in which the good guy wins no matter happens.If you have absolutely nothing to do, you can give it a [[try]] I personally [[found]] it not worth [[watching]]. The story could have been more interesting and the [[director]] could have made it less of a B-movie by engineering a happy ending.","One of those [[cinematography]] in which there are no big twists whatsoever and you can predict pretty much whats is going to happen. Matt dillon was [[superb]] once again, but the rest didn't played a bigger part as they should have.<br /><br />It was [[enthralling]] in the beginning but kinda slow paced and predictable in the end.Its one of those flicks in which the good guy wins no matter happens.If you have absolutely nothing to do, you can give it a [[attempts]] I personally [[unearthed]] it not worth [[staring]]. The story could have been more interesting and the [[superintendent]] could have made it less of a B-movie by engineering a happy ending.",0.0001620054244995,0.4067136645317077,0,0,0,52,Successful
185,"When a friend once lambasted me for my first movie (a pretty bad videotaped affair), I argued that I could grow; Orson Welles' first movie, indeed, was even worse. He challenged me that it couldn't be, so I pulled out the [[Criterion]] laserdisc of (I think) [[CITIZEN]] KANE and [[played]] HEARTS OF AGE. My friend lasted just a few minutes before conceding the point.<br /><br />There is a little humor in this short, but it's [[basically]] as [[pretentious]] as (and perhaps a collegiate answer to) BLOOD OF A POET and other avant garde films of the time. It is what it is: a [[succession]] of [[images]] with a [[vague]] [[theme]], and unless you really [[enjoy]] any footage of Welles (in heavy makeup, to boot), this isn't really even worth [[tracking]] down.","When a friend once lambasted me for my first movie (a pretty bad videotaped affair), I argued that I could grow; Orson Welles' first movie, indeed, was even worse. He challenged me that it couldn't be, so I pulled out the [[Criteria]] laserdisc of (I think) [[CIVIC]] KANE and [[served]] HEARTS OF AGE. My friend lasted just a few minutes before conceding the point.<br /><br />There is a little humor in this short, but it's [[predominantly]] as [[cocky]] as (and perhaps a collegiate answer to) BLOOD OF A POET and other avant garde films of the time. It is what it is: a [[inheritance]] of [[photography]] with a [[ambiguous]] [[themes]], and unless you really [[enjoying]] any footage of Welles (in heavy makeup, to boot), this isn't really even worth [[track]] down.",0.0001843571662902,0.4088413119316101,0,0,0,65,Successful
192,"I never heard of this film when it first came out. It must have [[sunk]] [[immediately]]. :o) I saw it on cable while sick in hospital so I [[hardly]] had enough [[energy]] to watch it, let alone turn the channel. [[Better]] choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.","I never heard of this film when it first came out. It must have [[poured]] [[quickly]]. :o) I saw it on cable while sick in hospital so I [[practically]] had enough [[energies]] to watch it, let alone turn the channel. [[Improved]] choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",0.0003360509872436,0.3750348091125488,0,0,0,28,Successful
